,44,,,nh,,, #3 New England Fusion 14U Gold (Glynn) ,,,https://selectbaseballteams.com/softball/organization/londonderry/nh/new-england-fusion-14u-gold-glynn/,
,44,,,nh,,, #4 Lady Cannons ,,,https://selectbaseballteams.com/softball/organization/allenstown/nh/lady-cannons/,
,44,,,nh,,, #5 New England Fusion 18U Gold ,,,https://selectbaseballteams.com/softball/organization/nashua/nh/new-england-fusion-18u-gold/,
,45,,,nh,,, #1 Seacoast United ,,,https://selectbaseballteams.com/softball/organization/epping/nh/seacoast-united/,
,45,,,nh,,, #2 Plex Softball Club ,,,https://selectbaseballteams.com/softball/organization/bedford/nh/plex-softball-club/,
,45,,,nh,,, #3 New England Fusion 14U Gold (Glynn) ,,,https://selectbaseballteams.com/softball/organization/londonderry/nh/new-england-fusion-14u-gold-glynn/,
,45,,,nh,,, #4 Lady Cannons ,,,https://selectbaseballteams.com/softball/organization/allenstown/nh/lady-cannons/,
,45,,,nh,,, #5 New England Fusion 18U Gold ,,,https://selectbaseballteams.com/softball/organization/nashua/nh/new-england-fusion-18u-gold/,
,46,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,47,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,48,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,49,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,50,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,51,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,52,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,53,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,54,,,nh,,, Subscribe on YouTube,,,https://youtube.com/c/badbaseball?sub_confirmation=1,
,55,,,nh,,,New Hampshire 6u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/6u/,
,55,,,nh,,,New Hampshire 7U Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/7U/,
,55,,,nh,,,New Hampshire 8u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/8u/,
,55,,,nh,,,New Hampshire 9u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/9u/,
,55,,,nh,,,New Hampshire 10u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/10u/,
,55,,,nh,,,New Hampshire 11u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/11u/,
,55,,,nh,,,New Hampshire 12u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/12u/,
,55,,,nh,,,New Hampshire 13u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/13u/,
,55,,,nh,,,New Hampshire 14u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/14u/,
,55,,,nh,,,New Hampshire 15u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/15u/,
,55,,,nh,,,New Hampshire 16u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/16u/,
,55,,,nh,,,New Hampshire 17u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/17u/,
,55,,,nh,,,New Hampshire 18u Travel Baseball Rankings,,,https://selectbaseballteams.com/travel-baseball-rankings/nh/18u/,
