,1,,,TEAM XTREME,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=34908&orgteamid=144019&Year=2023,
,2,,,TC Titans - Villa,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33711&orgteamid=143858&Year=2023,
,3,,,MVP HUSTLE CASILLAS,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18964&orgteamid=155046&Year=2023,
,4,,,Houston Wildcatters – 9U – Coburn,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=148419&Year=2023,
,5,,,TBT National White,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25558&orgteamid=157012&Year=2023,
,6,,,Houston Wildcatters – 9U – Hendrix,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=149154&Year=2023,
,7,,,Diamond Elite 9u- Bitz,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25191&orgteamid=148937&Year=2023,
,8,,,Houston Wildcatters – 9U – Leyja,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=146779&Year=2023,
,9,,,Southside Defenders,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47099&orgteamid=143586&Year=2023,
,10,,,ZT NATIONAL PROSPECTS ARTEAGA,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=56844&orgteamid=159738&Year=2023,
,11,,,Chattanooga Premier Baseball 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35041&orgteamid=148772&Year=2023,
,12,,,RGV DYNASTY,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36451&orgteamid=147735&Year=2023,
,13,,,ZT Prospects 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26365&orgteamid=157758&Year=2023,
,14,,,East Cobb Aviators,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35933&orgteamid=147018&Year=2023,
,15,,,EEP Bandits 9u(Blue),,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=14531&orgteamid=151970&Year=2023,
,16,,,I AM UNITED 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=30552&orgteamid=147101&Year=2023,
,17,,,Corylidle national 9u peinado ,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25949&orgteamid=161802&Year=2023,
,18,,,South Florida Chiefs,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=21133&orgteamid=145034&Year=2023,
,19,,,Vengeance 9u Gold,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=46187&orgteamid=146792&Year=2023,
,20,,,PLO Bulldogs Red 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19810&orgteamid=144454&Year=2023,
,21,,,ZT Prospects 9U Guerrero,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=26365&orgteamid=155167&Year=2023,
,22,,,Pelicans Baseball Club- 9u Camp,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25592&orgteamid=158348&Year=2023,
,23,,,SBA Futures 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050&orgteamid=163063&Year=2023,
,24,,,5 Star Vipers ,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35942&orgteamid=151625&Year=2023,
,25,,,Elevate NW Premier 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=45494&orgteamid=143518&Year=2023,
,HM,,,643 DP Cougars 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=20444&orgteamid=154695&Year=2023,
,HM,,,Atlanta Diamondbacks 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54680&orgteamid=152993&Year=2023,
,HM,,,Blueprint Baseball 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22729&orgteamid=154639&Year=2023,
,HM,,,Canes IE Black 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39200&orgteamid=142816&Year=2023,
,HM,,,Canes SW 9u Futures,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=37580&orgteamid=152644&Year=2023,
,HM,,,Carolina Rockies 9U Marucci,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=60764&orgteamid=151624&Year=2023,
,HM,,,Clubhouse Baseball 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=45536&orgteamid=142848&Year=2023,
,HM,,,DG29 Baseball Academy 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=40905&orgteamid=147362&Year=2023,
,HM,,,Dirt Dawgs,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=53000&orgteamid=144302&Year=2023,
,HM,,,DreamChasers Academy,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=55923&orgteamid=156717&Year=2023,
,HM,,,EBC 9u-Williams,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19644&orgteamid=151391&Year=2023,
,HM,,,FB Braves 9U Red,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27784&orgteamid=147970&Year=2023,
,HM,,,Georgia Academy Patriots,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=19934&orgteamid=148068&Year=2023,
,HM,,,Georgia Impulse,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=36424&orgteamid=145239&Year=2023,
,HM,,,Grind Baseball,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32230&orgteamid=143529&Year=2023,
,HM,,,Hits Hornbuckle,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54635&orgteamid=151890&Year=2023,
,HM,,,Houston Wildcatters – 9U – Whitby,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=145530&Year=2023,
,HM,,,Line Drive Elite 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=35999&orgteamid=149450&Year=2023,
,HM,,,Mizuno Baker 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33638&orgteamid=157643&Year=2023,
,HM,,,Motor city hit dogs,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=1597&orgteamid=162602&Year=2023,
,HM,,,Premier Gonzalez 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=54696&orgteamid=152163&Year=2023,
,HM,,,RBC-RED 9U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=32897&orgteamid=149617&Year=2023,
,HM,,,Scorpions Team EASTON,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=21154&orgteamid=146636&Year=2023,
,HM,,,South Texas Cubs 9u Powers,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=29914&orgteamid=150551&Year=2023,
,HM,,,STX Twelve 9u Maroon,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=2337&orgteamid=152111&Year=2023,
,HM,,,Tbt Ballers Jsm,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=42691&orgteamid=163613&Year=2023,
,HM,,,Texas Sun Devils - 9u Ruiz,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39257&orgteamid=151560&Year=2023,
,HM,,,West Coast Federals 9u Blue,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=22585&orgteamid=153108&Year=2023,
,HM,,,Yalobusha Giants Young 9u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=4793&orgteamid=151428&Year=2023,
,1,,,TBT National White,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25558&orgteamid=151302&Year=2023,
,2,,,Area Stars Zach 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=27167&orgteamid=142240&Year=2023,
,3,,,Sin City Thunder Purple 10u,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=33427&orgteamid=144060&Year=2023,
,4,,,ZT National Prospects,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=50838&orgteamid=151374&Year=2023,
,5,,,MVP Hustle,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18964&orgteamid=157382&Year=2023,
,6,,,Houston Wildcatters – 10U – Leyja,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=47566&orgteamid=146785&Year=2023,
,7,,,Wow Factor Nation 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=18735&orgteamid=154408&Year=2023,
,8,,,Texas Sun Devils - 10U Whinery,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=39257&orgteamid=151575&Year=2023,
,9,,,NTX ACES 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=43677&orgteamid=148199&Year=2023,
,10,,,East Cobb Astros 10U Orange,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=420&orgteamid=153707&Year=2023,
,11,,,Diamond Elite 10u- Diaz/Bitz,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=25191&orgteamid=148933&Year=2023,
,12,,,SBA Futures 10U,,,https://www.perfectgame.org/PGBA/Team/default.aspx?orgid=6050&orgteamid=151524&Year=2023,
