,17101,,,Penns Valley Youth Soccer,,,190 Blarney Lane Centre Hall, PA 16828,,,https://www.pawest-soccer.org/clubs/penns-valley-youth-soccer/?Near=17101&Radius=250,
,17101,,,Huntingdon Hawks Soccer Club,,,9014 Covered Bridge Lane Huntingdon, PA 16652,,,https://www.pawest-soccer.org/clubs/huntingdon-hawks-soccer-club/?Near=17101&Radius=250,
,17101,,,McConnellsburg Youth Soccer League (MYSL),,,212 South 7th St. McConnellsburg, PA 17233,,,https://www.pawest-soccer.org/clubs/mcconnellsburg-youth-soccer-league-mysl/?Near=17101&Radius=250,
,17101,,,Centre Soccer Association,,,PO Box 32 State College, PA 16804,,,https://www.pawest-soccer.org/clubs/centre-soccer-association/?Near=17101&Radius=250,
,17101,,,Bellefonte Soccer Association,,,PO Box 414 Bellefonte, PA 16823,,,https://www.pawest-soccer.org/clubs/bellefonte-soccer-association/?Near=17101&Radius=250,
,17101,,,McConnellsburg Youth Soccer,,,16264 Great Cove Rd. McConnellsburg, PA 17233,,,https://www.pawest-soccer.org/clubs/mcconnellsburg-youth-soccer/?Near=17101&Radius=250,
,17101,,,Bald Eagle Youth Soccer,,,PO Box 704 Milesburg, PA 16853,,,https://www.pawest-soccer.org/clubs/bald-eagle-youth-soccer/?Near=17101&Radius=250,
,17101,,,West Branch,,,317 W. Main St. Lock Haven, PA 17745,,,https://www.pawest-soccer.org/clubs/west-branch/?Near=17101&Radius=250,
,17101,,,Hollidaysburg Hurricanes Soccer Club,,,PO Box 76 Hollidaysburg, PA 16648,,,https://www.pawest-soccer.org/clubs/hollidaysburg-hurricanes-soccer-club/?Near=17101&Radius=250,
,17101,,,Altoona Soccer Club,,,416 Parrish St. Altoona, PA 16602,,,https://www.pawest-soccer.org/clubs/altoona-soccer-club/?Near=17101&Radius=250,
,17101,,,United FC,,,703 E. Presqueisle St. Philipsburg, PA 16866,,,https://www.pawest-soccer.org/clubs/united-fc/?Near=17101&Radius=250,
,17101,,,WB United,,,PO Box 222 Morrisdale, PA 16858,,,https://www.pawest-soccer.org/clubs/wb-united/?Near=17101&Radius=250,
,17101,,,Moshannon Valley Youth Soccer,,,127 Dorthea St. Houtzdale, PA 16651,,,https://www.pawest-soccer.org/clubs/moshannon-valley-youth-soccer/?Near=17101&Radius=250,
,17101,,,Bedford County Futbol CLub,,,181 Markwood Dr. Bedford, PA 15522,,,https://www.pawest-soccer.org/clubs/bedford-county-futbol-club/?Near=17101&Radius=250,
,17101,,,Clearfield Soccer Association,,,PO Box 886 Clearfield, PA 16830,,,https://www.pawest-soccer.org/clubs/clearfield-soccer-association/?Near=17101&Radius=250,
,17101,,,Montour Youth Soccer Association,,,PO Box 15721 Pittsburgh, PA 15244,,,https://www.pawest-soccer.org/clubs/montour-youth-soccer-association/?Near=17101&Radius=250,
,17101,,,Laurel Highland Fütbol Club,,,130 Rolling Hills Rd Johnstown, PA 15905,,,https://www.pawest-soccer.org/clubs/laurel-highland-futbol-club/?Near=17101&Radius=250,
,17101,,,Highlander Soccer Academy,,,730 Coon Ridge Rd. Johnstown, PA 15905,,,https://www.pawest-soccer.org/clubs/highlander-soccer-academy/?Near=17101&Radius=250,
,17101,,,DuBois Soccer Association,,,PO Box 43 DuBois, PA 15801,,,https://www.pawest-soccer.org/clubs/dubois-soccer-association/?Near=17101&Radius=250,
,17101,,,Somerset Area Soccer,,,172 Bethany Rd. Somerset, PA 15501,,,https://www.pawest-soccer.org/clubs/somerset-area-soccer/?Near=17101&Radius=250,
,17101,,,Derry Soccer,,,576 Tannery Hollow Rd. Blairsville, PA 15717,,,https://www.pawest-soccer.org/clubs/derry-soccer/?Near=17101&Radius=250,
,17101,,,Indiana Area Soccer Boosters,,,53 Byrons Place Indiana, PA 15701,,,https://www.pawest-soccer.org/clubs/indiana-area-soccer-boosters/?Near=17101&Radius=250,
,17101,,,Brookville Area Soccer Association,,,PO Box 233 Brookville, PA 15825,,,https://www.pawest-soccer.org/clubs/brookville-area-soccer-association/?Near=17101&Radius=250,
,17101,,,Loyalhanna United Soccer Club,,,4005 Forest Glen Drive Greensburg, PA 15601,,,https://www.pawest-soccer.org/clubs/loyalhanna-united-soccer-club/?Near=17101&Radius=250,
,17101,,,Mt. Pleasant Soccer Club,,,PO Box 108 Norvelt, PA 15674,,,https://www.pawest-soccer.org/clubs/mt-pleasant-soccer-club/?Near=17101&Radius=250,
,17101,,,Hempfield Area Soccer,,,533 Brunswick Dr. Greensburg, PA 15601,,,https://www.pawest-soccer.org/clubs/hempfield-area-soccer/?Near=17101&Radius=250,
,17101,,,Penn Trafford Soccer Club,,,100 Kuch Lane Claridge, PA 15633,,,https://www.pawest-soccer.org/clubs/penn-trafford-soccer-club/?Near=17101&Radius=250,
,17101,,,MFC Soccer Club,,,5034 National Pike Markleysburg, PA 15401,,,https://www.pawest-soccer.org/clubs/mfc-soccer-club/?Near=17101&Radius=250,
,17101,,,Scottdale Soccer Club,,,P.O. Box 333 Scottdale, PA 15683,,,https://www.pawest-soccer.org/clubs/scottdale-soccer-club/?Near=17101&Radius=250,
,17101,,,Jeannette Area Soccer,,,708 Lewis Ave. Jeannette, PA 15644,,,https://www.pawest-soccer.org/clubs/jeannette-area-soccer/?Near=17101&Radius=250,
,17101,,,Connellsville Soccer,,,P.O. Box 672 Connellsville, PA 15425,,,https://www.pawest-soccer.org/clubs/connellsville-soccer/?Near=17101&Radius=250,
,17101,,,Kiski Area Soccer,,,128 California Ave. Vandergrift, PA 15690,,,https://www.pawest-soccer.org/clubs/kiski-area-soccer/?Near=17101&Radius=250,
,17101,,,Richard G Snyder YMCA,,,1150 N. Water Street Kittanning, PA 16201,,,https://www.pawest-soccer.org/clubs/richard-g-snyder-ymca/?Near=17101&Radius=250,
,17101,,,Murrysville Area Soccer Association,,,PO Box 494 Murrysville, PA 15668,,,https://www.pawest-soccer.org/clubs/murrysville-area-soccer-association/?Near=17101&Radius=250,
,17101,,,Norwin Soccer Club,,,PO Box 143 Irwin, PA 15642,,,https://www.pawest-soccer.org/clubs/norwin-soccer-club/?Near=17101&Radius=250,
,17101,,,Clarion River Valley Strikers,,,100 Clarion County Park Shippenville, PA 16254,,,https://www.pawest-soccer.org/clubs/clarion-river-valley-strikers/?Near=17101&Radius=250,
,17101,,,Bradford United Soccer Club,,,PO Box 976 Bradford, PA 16701,,,https://www.pawest-soccer.org/clubs/bradford-united-soccer-club/?Near=17101&Radius=250,
,17101,,,Yough Youth Soccer Association,,,100 Fire Hall Ave. West Newton, PA 15089,,,https://www.pawest-soccer.org/clubs/yough-youth-soccer-association/?Near=17101&Radius=250,
,17101,,,Freeport Area Soccer Association,,,PO Box 13 Sarver, PA 16055,,,https://www.pawest-soccer.org/clubs/freeport-area-soccer-association/?Near=17101&Radius=250,
,17101,,,Allegheny Force FC,,,11687 Saddlebred Court North Huntingdon, PA 15642,,,https://www.pawest-soccer.org/clubs/allegheny-force-fc/?Near=17101&Radius=250,
,17101,,,Tri-City Soccer Association,,,730 Wildlife Lodge Rod. Lower Burrell, PA 15068,,,https://www.pawest-soccer.org/clubs/tri-city-soccer-association/?Near=17101&Radius=250,
,17101,,,Highlands Area Soccer Club,,,PO Box 78 Natrona Heights, PA 15065,,,https://www.pawest-soccer.org/clubs/highlands-area-soccer-club/?Near=17101&Radius=250,
,17101,,,Monroeville Soccer,,,1161 Colgate Dr. Monroeville, PA 15146,,,https://www.pawest-soccer.org/clubs/monroeville-soccer/?Near=17101&Radius=250,
,17101,,,Plum Area Youth Soccer,,,PO Box 14037 Plum, PA 15239,,,https://www.pawest-soccer.org/clubs/plum-area-youth-soccer/?Near=17101&Radius=250,
,17101,,,Penns Forest Football Club,,,421 Cavitt Ave. Trafford, PA 15085,,,https://www.pawest-soccer.org/clubs/penns-forest-football-club/?Near=17101&Radius=250,
,17101,,,Fayette County Youth Soccer Club,,,PO Box 1298 Uniontown, PA 15401,,,https://www.pawest-soccer.org/clubs/fayette-county-youth-soccer-club/?Near=17101&Radius=250,
,17101,,,Elizabeth Forward Soccer Association,,,PO Box 118 Greenock, PA 15047,,,https://www.pawest-soccer.org/clubs/elizabeth-forward-soccer-association/?Near=17101&Radius=250,
,17101,,,White Oak Athletic Association,,,1798 Lower Heckman Road White Oak, PA 15131,,,https://www.pawest-soccer.org/clubs/white-oak-athletic-association/?Near=17101&Radius=250,
,17101,,,East Allegheny Soccer,,,PO Box 83 East Mckeesport, PA 15035,,,https://www.pawest-soccer.org/clubs/east-allegheny-soccer/?Near=17101&Radius=250,
,17101,,,Woodland Hills Youth Soccer Association,,,PO Box 64 Woodland Hills, PA 15145,,,https://www.pawest-soccer.org/clubs/woodland-hills-youth-soccer-association/?Near=17101&Radius=250,
,17101,,,Twin Boro Soccer Club,,,PO Box 309 Oakmont, PA 15139,,,https://www.pawest-soccer.org/clubs/twin-boro-soccer-club/?Near=17101&Radius=250,
,17101,,,Penn Hills Soccer Association,,,PO Box 27095 Pittsburgh, PA 15235,,,https://www.pawest-soccer.org/clubs/penn-hills-soccer-association/?Near=17101&Radius=250,
,17101,,,Harmar Soccer Club,,,PO Box 213 Harwick, PA 15049,,,https://www.pawest-soccer.org/clubs/harmar-soccer-club/?Near=17101&Radius=250,
,17101,,,Deer Lakes Soccer,,,P.O. Box 231 Bairdford, PA 15006,,,https://www.pawest-soccer.org/clubs/deer-lakes-soccer/?Near=17101&Radius=250,
,17101,,,Belle Vernon Area Youth Soccer,,,601 1/2 Broad Ave. Belle Vernon, PA 15012,,,https://www.pawest-soccer.org/clubs/belle-vernon-area-youth-soccer/?Near=17101&Radius=250,
,17101,,,South Allegheny Youth Soccer,,,2743 Washington Blvd. McKeesport, PA 15133,,,https://www.pawest-soccer.org/clubs/south-allegheny-youth-soccer/?Near=17101&Radius=250,
,17101,,,Fox Chapel Area Youth Soccer,,,281 Hilltop Dr. Fox Chapel, PA 15024,,,https://www.pawest-soccer.org/clubs/fox-chapel-area-youth-soccer/?Near=17101&Radius=250,
,17101,,,Washington County Youth soccer Association,,,725 Lincoln Ave. Charleroi, PA 15022,,,https://www.pawest-soccer.org/clubs/washington-county-youth-soccer-association/?Near=17101&Radius=250,
,17101,,,Steel Valley Soccer Club,,,PO Box 214 Homestead, PA 15120,,,https://www.pawest-soccer.org/clubs/steel-valley-soccer-club/?Near=17101&Radius=250,
