,,21501,,,AVID Soccer Club,,,2 Ellsworth Drive La Vale, MD 21502,,,https://www.msysa.org/clubs/avid-soccer-club/?Near=21501&Radius=250,,,,https://www.facebook.com/AVIDSoccerClub/,,,info@avidsoccerclub.com,
,,21501,,,LaVale SC,,,PO Box 3063 LaVale, MD 21504,,,https://www.msysa.org/clubs/lavale-sc/?Near=21501&Radius=250,,,,https://www.lavalesoccerclub.com/,,,maszorj@yahoo.com,
,,21501,,,Appalachian United,,, Frostburg, MD 21532,,,https://www.msysa.org/clubs/appalachian-united/?Near=21501&Radius=250,,,,https://www.facebook.com/pages/category/Sports-Club/Appalachian-United-Soccer-Club-109140413753313/,,,ausoccer@gmail.com,
,,21501,,,Mountaintop Soccer Association,,, Oakland, MD 18707,,,https://www.msysa.org/clubs/mountaintop-soccer-association/?Near=21501&Radius=250,,,,https://www.mountaintopsoccerassociation.org/,,,kathyfmeagher@gmail.com,
,,21501,,,Clear Spring Soccer Club,,, Clear Spring, MD 21722,,,https://www.msysa.org/clubs/clear-spring-soccer-club/?Near=21501&Radius=250,,,,http://clearspringsoccerclub.com/,,,clearspringsoccer@gmail.com,
,,21501,,,Williamsport Youth Soccer,,, Williamsport, MD 21795,,,https://www.msysa.org/clubs/williamsport-youth-soccer/?Near=21501&Radius=250,,,,http://www.williamsportyouthsoccer.com/,,,williamsportys@gmail.com,
,,21501,,,Antietam United,,, Fairplay, MD 21733,,,https://www.msysa.org/clubs/antietam-united/?Near=21501&Radius=250,,,,https://www.aysounitedantietam.org/,,,chrisp@myactv.net,
,,21501,,,Hagerstown Soccer Club,,, Hagerstown, MD 21740,,,https://www.msysa.org/clubs/hagerstown-soccer-club/?Near=21501&Radius=250,,,,https://www.hagerstownsoccerclub.com/,,,hagerstownsc@socceroffice.com,
,,21501,,,Liverpool FCIA Western Maryland,,, Hagerstown, MD 21742,,,https://www.msysa.org/clubs/liverpool-fcia-western-maryland/?Near=21501&Radius=250,,,,https://www.lfcinternationalacademymd.com/westernmaryland,,,renita.statler@lfciamd.com,
,,21501,,,Smithsburg Youth Athletics,,, Smithsburg, MD 21783,,,https://www.msysa.org/clubs/smithsburg-youth-athletics/?Near=21501&Radius=250,,,,https://leagues.bluesombrero.com/Default.aspx?tabid=1010651,,,s.f.horning@gmail.com,
,,21501,,,Middletown Valley SC,,, Middletown, MD 21769,,,https://www.msysa.org/clubs/middletown-valley-sc/?Near=21501&Radius=250,,,,http://mvaasite.sportspilot.com/Sports/Soccer.aspx,,,mvaaoffice@verizon.net,
,,21501,,,Ballenger Creek Rec. Council,,, Middletown, MD 21755,,,https://www.msysa.org/clubs/ballenger-creek-rec-council/?Near=21501&Radius=250,,,,https://bcrcs.sportssignup.com/site/,,,bcrcsoccer@yahoo.com,
,,21501,,,Potomac Valley Youth Association,,, Jefferson, MD 21755,,,https://www.msysa.org/clubs/potomac-valley-youth-association/?Near=21501&Radius=250,,,,https://www.pvya.com/default.aspx,,,soccer@pvya.com,
,,21501,,,TJAY Soccer,,, Frederick, MD 21702,,,https://www.msysa.org/clubs/tjay-soccer/?Near=21501&Radius=250,,,,https://www.tjaysoccer.com/default.aspx,,,tjaysoccer@yahoo.com,
