,,70091,,,Griffin Lammers,,,glammers@perfectgame.org,,,,,,,2023 PG WWBA Underclass South Dakota Challenge,,,Aug 11 - 13,,,Sanford Sports- Sioux Falls | Sioux Falls, SD,,,Sanford Sports 16U ,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=546381,
,,70091,,,Griffin Lammers,,,glammers@perfectgame.org,,,,,,,2023 PG WWBA Underclass South Dakota Challenge,,,Aug 11 - 13,,,Sanford Sports- Sioux Falls | Sioux Falls, SD,,,5tool Sports Redemption,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=577770,
,,70091,,,Griffin Lammers,,,glammers@perfectgame.org,,,,,,,2023 PG WWBA Underclass South Dakota Challenge,,,Aug 11 - 13,,,Sanford Sports- Sioux Falls | Sioux Falls, SD,,,Iowa Select 2026 Scout,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=547689,
,,70091,,,Griffin Lammers,,,glammers@perfectgame.org,,,,,,,2023 PG WWBA Underclass South Dakota Challenge,,,Aug 11 - 13,,,Sanford Sports- Sioux Falls | Sioux Falls, SD,,,Iowa Select 2025 Scout,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=547688,
,
,70093,,,no team data,
,73820,,,no team data,
,73822,,,no team data,
,73824,,,no team data,
,73826,,,no team data,
,73828,,,no team data,
,73830,,,no team data,
,73832,,,no team data,
,,,,no director data,
,,,,,no schedule data,
,,,,,no team data,
,68269,,,no team data,
,,68271,,,Lisa Esparaza,,,lesparza13@yahoo.com,,,,,,,2023 13U PGBA END OF SUMMER SHOWDOWN (AA),,,Jul 29 - 30,,,Doss Park | Houston, TX,,,FT. Bend Outlaws ,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=594873,
,
,,68273,,,Lisa Esparaza,,,lesparza13@yahoo.com,,,,,,,2023 14U PGBA END OF SUMMER SHOWDOWN (AA),,,Jul 29 - 30,,,Doss Park | Houston, TX,,,Desoto  Elites,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=594086,
,,68273,,,Lisa Esparaza,,,lesparza13@yahoo.com,,,,,,,2023 14U PGBA END OF SUMMER SHOWDOWN (AA),,,Jul 29 - 30,,,Doss Park | Houston, TX,,,FT. Bend Outlaws,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=594840,
,
,,68414,,,Tonya Johnson,,,tjohnson@perfectgame.org,,,,,,,2023 13U PG Gate City Summer Closer (AA),,,Jul 29 - 30,,,Summerfield Athletic Park | Summerfield, NC,,,Athletes Lab	13U White,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=595910,
,,68414,,,Tonya Johnson,,,tjohnson@perfectgame.org,,,,,,,2023 13U PG Gate City Summer Closer (AA),,,Jul 29 - 30,,,Summerfield Athletic Park | Summerfield, NC,,,ODH Dragone 13u,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=608379,
,,68414,,,Tonya Johnson,,,tjohnson@perfectgame.org,,,,,,,2023 13U PG Gate City Summer Closer (AA),,,Jul 29 - 30,,,Summerfield Athletic Park | Summerfield, NC,,,Carolina Hitmen,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=607496,
,
,70372,,,no director data,
,,,,7U SA LAST CHANCE TO DANCE (OPEN),,,Jul 29 - 30,,,San Antonio Area | San Antonio, TX,,,Northwest Sox,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=587124,
,,,7U SA LAST CHANCE TO DANCE (OPEN),,,Jul 29 - 30,,,San Antonio Area | San Antonio, TX,,,Texas Sun Devils 7U - Campos,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=585436,
,
,70374,,,no director data,
,,70374,,,no team data,
,70376,,,no director data,
,,70376,,,no team data,
,70378,,,no director data,
,,70378,,,no team data,
,70380,,,no director data,
,,70380,,,no team data,
,70382,,,no director data,
,,70382,,,no team data,
,70384,,,no director data,
,,70384,,,no team data,
,70386,,,no director data,
,,70386,,,no team data,
,70544,,,no director data,
,,70544,,,no team data,
,70546,,,no director data,
,,70546,,,no team data,
,70548,,,no director data,
,,70548,,,no team data,
,70550,,,no director data,
,,70550,,,no team data,
,70552,,,no director data,
,,70552,,,no team data,
,70554,,,no director data,
,,70554,,,no team data,
,70556,,,no director data,
,,70556,,,no team data,
,70558,,,no director data,
,,,,2023 14U Last Texas Two Step (AA),,,Jul 29 - 30,,,Austin and Surrounding Areas | Austin, TX,,,Los Cabros Baseball 14U,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=605717,
,
,,63554,,,PG HS National,,,PGHSNational@perfectgame.org,,,,,,,2023 PG 14U Championship Series Tour - Kansas City,,,Aug 3 - 6,,,Central Bank Sporting Complex | Kansas City, MO,,,INEVITABLE A's National,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=501456,
,,63554,,,PG HS National,,,PGHSNational@perfectgame.org,,,,,,,2023 PG 14U Championship Series Tour - Kansas City,,,Aug 3 - 6,,,Central Bank Sporting Complex | Kansas City, MO,,,ST LOUIS NATURALS - HARDIN ,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=521467,
,
,,63556,,,PG HS National,,,PGHSNational@perfectgame.org,,,,,,,2023 PG 16U Championship Series Tour - Kansas City,,,Aug 3 - 6,,,Central Bank Sporting Complex | Kansas City, MO,,,Inevitable A's National 16U,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=516581,
,,63556,,,PG HS National,,,PGHSNational@perfectgame.org,,,,,,,2023 PG 16U Championship Series Tour - Kansas City,,,Aug 3 - 6,,,Central Bank Sporting Complex | Kansas City, MO,,,Prime 27:17 2025,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=501151,
,,63556,,,PG HS National,,,PGHSNational@perfectgame.org,,,,,,,2023 PG 16U Championship Series Tour - Kansas City,,,Aug 3 - 6,,,Central Bank Sporting Complex | Kansas City, MO,,,Tomahawk NT,https://www.perfectgame.org/Events/Tournaments/Teams/Default.aspx?team=594158,
,
