,Baseball,,,2023 17U PG WORLD SERIES,,,https://baseball.exposureevents.com/207739/2023-17u-pg-world-series,,,Surprise,,,Arizona,,, Tournament  Boys: 17U  Adult: Men,
,Baseball,,,NORTH DAKOTA CAL RIPKEN 12U STATE TOURNAMENT,,,https://baseball.exposureevents.com/206933/north-dakota-cal-ripken-12u-state-tournament,,,West Fargo,,,North Dakota,,, Tournament  Boys: 12U,
,Baseball,,,SIENA HEIGHTS UNIVERSITY SHOWCASE TOURNAMENT,,,https://baseball.exposureevents.com/196394/siena-heights-university-showcase-tournament,,,Adrian,,,Michigan,,, Tournament  Boys & Girls,
,Baseball,,,ALL PROSPECT SHOWCASE,,,https://baseball.exposureevents.com/193719/all-prospect-showcase,,,Berea,,,Ohio,,, Tournament  Boys: 18U-15U,
,Baseball,,,GSL #EARNIT SEASON FINALE,,,https://baseball.exposureevents.com/192164/gsl-earnit-season-finale,,,Tacoma,,,Washington,,, Tournament  Boys: 18U, 16U-9U  4 game guarantee  $665-1000,
,Baseball,,,10U CAL RIPKEN STATE TOURNAMENT,,,https://baseball.exposureevents.com/199271/10u-cal-ripken-state-tournament,,,Jamestown,,,North Dakota,,, Tournament  Boys: 10U  $600  AA/AAA,
,Baseball,,,BULLPEN SERIES SEASON FINALE HS,,,https://baseball.exposureevents.com/192520/bullpen-series-season-finale-hs,,,Ellensburg,,,Washington,,, Tournament  Boys: 18U, 16U-15U  $1000,
,Baseball,,,END OF SUMMER CHAMPIONSHIPS -POWERED BY DICK'S SPORTING GOODS - STILL OPEN TO TEAMS!,,,https://baseball.exposureevents.com/193797/end-of-summer-championships--powered-by-dicks-sporting-goods-still-open-to-teams,,,Ypsilanti,,,Michigan,,, Tournament  Boys & Girls  3 game guarantee  $525-675  A/AA,
,Baseball,,,2023 ENDLESS SUMMER,,,https://baseball.exposureevents.com/193064/2023-endless-summer,,,Owosso,,,Michigan,,, Tournament  Boys & Girls  3 game guarantee  $550,
,Baseball,,,THE PLOVER FINALE,,,https://baseball.exposureevents.com/205586/the-plover-finale,,,Plover,,,Wisconsin,,, Tournament  Boys: 14U, 12U, 10U, 8U,
,Baseball,,,RSP SUMMER SERIES SEASON FINALE,,,https://baseball.exposureevents.com/195453/rsp-summer-series-season-finale,,,Pasco,,,Washington,,, Tournament  Boys: 13U  4 game guarantee  $800,
,Baseball,,,LACES WAR IN THE WOODS 12U,,,https://baseball.exposureevents.com/197333/laces-war-in-the-woods-12u,,,Arlington,,,Washington,,, Tournament  Boys: 12U  4 game guarantee  $745,
,Baseball,,,SUGAR BEETS JAMMIN IN JULY TOURNAMENT 13, 14,,,https://baseball.exposureevents.com/198747/sugar-beets-jammin-in-july-tournament-13-14,,,Saginaw,,,Michigan,,, Tournament  Boys: 14U-13U,
,Baseball,,,PG SOUTHWEST SELECT CHAMPIONSHIP,,,https://baseball.exposureevents.com/207858/pg-southwest-select-championship,,,Goodyear,,,Arizona,,, Tournament  Boys: 18U-14U  Adult: Men,
,Baseball,,,VEHICLE CITY CLASSIC,,,https://baseball.exposureevents.com/192728/vehicle-city-classic,,,Flint,,,Michigan,,, Tournament  Boys: 18U-14U  3 game guarantee  $595,
,Baseball,,,SHOWCASE SERIES @ SOUTH WALTON,,,https://baseball.exposureevents.com/196576/showcase-series-south-walton,,,Santa Rosa Beach,,,Florida,,, Tournament  Boys: 12th-9th  3 game guarantee  $800-1000,
,Baseball,,,SUMMER BLAST TOURNAMENT,,,https://baseball.exposureevents.com/199379/summer-blast-tournament,,,Baldwin,,,New York,,, Tournament  Boys: 18U-7U  3 game guarantee  $695,
,Baseball,,,2023 HARBORFEST SUMMER CLASSIC,,,https://baseball.exposureevents.com/196621/2023-harborfest-summer-classic,,,Oswego,,,New York,,, Tournament  Boys: 17U-9U,
,Baseball,,,JULY 28-30 / 8U, 12U, 13U, & 14/15U NIT END OF THE SEASON,,,https://baseball.exposureevents.com/194989/july-28-30---8u-12u-13u-and-14-15u-nit-end-of-the-season,,,Fargo,,,North Dakota,,, Tournament  Boys: 15U-14U, 12U, 8U  3 game guarantee  $120-260,
,Baseball,,,NYEB KING OF THE HILL (9U-18U),,,https://baseball.exposureevents.com/196302/nyeb-king-of-the-hill-9u-18u,,,Newburgh,,,New York,,, Tournament  Boys: 18U-9U  3 game guarantee  $800-900,
,Baseball,,,2023 BADGERLAND BASEBALL CHAMPIONSHIPS,,,https://baseball.exposureevents.com/207786/2023-badgerland-baseball-championships,,,Sun Prairie,,,Wisconsin,,, Tournament  Boys: 14U-9U,
,Baseball,,,15U MID ATLANTIC CHAMPIONSHIP,,,https://baseball.exposureevents.com/195169/15u-mid-atlantic-championship,,,Newtown,,,Pennsylvania,,, Tournament  Boys: 15U  3 game guarantee  $925,
,Baseball,,,11U MID ATLANTIC CHAMPIONSHIP,,,https://baseball.exposureevents.com/195168/11u-mid-atlantic-championship,,,Newtown,,,Pennsylvania,,, Tournament  Boys: 11U  3 game guarantee  $825,
,Baseball,,,“LOVE OF THE GAME”,,,https://baseball.exposureevents.com/195072/love-of-the-game,,,EVERETT,,,Washington,,, Tournament  Boys & Girls: 13U  4 game guarantee  $500-550,
,Baseball,,,SMARTS SMASHING BALLS BASEBALL TOURNAMENT – EXCLUSIVE EVENT,,,https://baseball.exposureevents.com/196007/smarts-smashing-balls-baseball-tournament-exclusive-event,,,Monroe,,,Michigan,,, Tournament  Boys & Girls: 18U-8U  4 game guarantee  $450-510,
,Baseball,,,WOOD BAT,,,https://baseball.exposureevents.com/197267/wood-bat,,,Parkesburg,,,Pennsylvania,,, Tournament  Boys: 15U-13U  3 game guarantee  $700,
,Baseball,,,BIG BANG BASEBALL SUMMERTIME MADNESS,,,https://baseball.exposureevents.com/208128/big-bang-baseball-summertime-madness,,,Mission ,,,Texas,,, Tournament  Boys: 14U  $125-200,
,Baseball,,,D1DRAFTABLE MAX EXPOSURE SHOWCASE II,,,https://baseball.exposureevents.com/195892/d1draftable-max-exposure-showcase-ii,,,Ruther Glen,,,Virginia,,, Tournament  Boys: 18U-15U  $1050-1275,
,Baseball,,,EL1 TOURNAMENTS COLLEGE SHOWCASE SESSION #4,,,https://baseball.exposureevents.com/194870/el1-tournaments-college-showcase-session-4,,,Philadelphia,,,Pennsylvania,,, Tournament  Boys: 18U, 16U  3 game guarantee  $1275,
,Baseball,,,NORTHERN MICHIGAN RED WHITE AND BLUE CLASSIC,,,https://baseball.exposureevents.com/191777/northern-michigan-red-white-and-blue-classic,,,Charlevoix,,,Michigan,,, Tournament  Boys: 14U-13U  $650,
,Baseball,,,BLUEGRASS SUMMER SHOOTOUT,,,https://baseball.exposureevents.com/205575/bluegrass-summer-shootout,,,Lexington,,,Kentucky,,, Tournament  Boys: 13U-5U  3 game guarantee  $150-325  A/AA,
,Baseball,,,PCYBL HARDBALL CLASSIC,,,https://baseball.exposureevents.com/196166/pcybl-hardball-classic,,,Keizer,,,Oregon,,, Tournament  Boys & Girls  3 game guarantee,
,Baseball,,,40 AND OVER MEN'S LEAGUE,,,https://baseball.exposureevents.com/208089/40-and-over-mens-league,,,Flint,,,Michigan,,, League  Adult: Men,
,Baseball,,,ROAD TO COOPERSTOWN,,,https://baseball.exposureevents.com/196622/road-to-cooperstown,,,Oswego,,,New York,,, Tournament  Boys: 14U-11U,
,Baseball,,,CORNERSTONE UNIVERSITY SHOWCASE TOURNAMENT,,,https://baseball.exposureevents.com/194433/cornerstone-university-showcase-tournament,,,Grand Rapids,,,Michigan,,, Tournament  Boys & Girls,
,Baseball,,,EL1 TOURNAMENTS MID-ATLANTIC TEAM CAMP SESSION #4,,,https://baseball.exposureevents.com/195531/el1-tournaments-mid-atlantic-team-camp-session-4,,,Philadelphia,,,Pennsylvania,,, Tournament  Boys: 18U, 16U  2 game guarantee  $1875,
,Baseball,,,2023 FALCONS FOR A CURE TOURNAMENT 8U-14U,,,https://baseball.exposureevents.com/194369/2023-falcons-for-a-cure-tournament-8u-14u,,,Horseheads,,,New York,,, Tournament  Boys & Girls  3 game guarantee  $649-749,
